abdicira,-0.002208
abdiciranj,-0.002208
abdicira,-0.002208
abdicira,-0.002208
adekvatnos,0.006564910553093714
afer,-0.042366
afer,-0.002208
afirmacij,0.006564910553093714
agila,0.32151649433776464
agilnij,0.32151649433776464
agilnos,0.16404070244542918
agitacij,-0.002208
agitacij,-0.002208
agresij,-0.224894
agres,-0.20626400000000003
agresiv,-0.20626400000000003
agresiv,-0.20626400000000003
agresivnij,-0.20626400000000003
agresiv,-0.20626400000000003
agresivnos,-0.09006800000000001
agresor,-0.14513
agresor,-0.14513
akcij,0.006564910553093714
akcij,0.006564910553093714
akt,0.14951583784670935
aktivnij,0.14951583784670935
aktivnij,0.14951583784670935
aktivnos,0.006564910553093714
aktivnos,0.006564910553093714
aktuela,0.006564910553093714
aktuelnos,0.006564910553093714
akumulira,0.006564910553093714
alar,-0.002208
alar,-0.002208
alarm,-0.002208
aljkavos,-0.002208
alkohol,-0.002208
amater,-0.002208
amater,-0.002208
amatersk,-0.002208
ambis,-0.15939
ambivalentnos,-0.150236
amortizacij,-0.07806199999999999
angažma,0.006564910553093714
angažovanj,0.006564910553093714
anhilacij,-0.224618
ank,0.006564910553093714
anomalij,-0.002208
anomalij,-0.002208
anticiklo,0.006564910553093714
antipatij,-0.002208
antipatij,-0.002208
apel,0.5550631872640736
aplauz,0.1429509272936156
aplauz,0.1429509272936156
apsolut,0.396848842934515
apsurd,-0.002208
apsurd,-0.002208
apsurd,-0.009752
arogancij,-0.151294
atenta,-0.015272
atenta,-0.015272
atrakcij,0.006564910553093714
atrakcij,0.006564910553093714
atraktiv,0.35483341539471525
atraktivnos,0.006564910553093714
atraktivnos,0.006564910553093714
autentič,0.3093714098145413
autentičnos,0.006564910553093714
autonomij,0.006564910553093714
autonomij,0.006564910553093714
autonom,0.006564910553093714
azuriranj,0.006564910553093714
baja,-0.016928000000000002
baja,-0.016928000000000002
balansiranj,0.006564910553093714
ban,-0.002208
banala,-0.084594
banal,-0.084594
banal,-0.084594
banalnos,-0.002208
banalnos,-0.002208
ban,-0.002208
barijer,-0.002208
barijer,-0.002208
bed,-0.047426
bekstv,-0.002208
bekstv,-0.002208
beneficij,0.006564910553093714
beneficij,0.006564910553093714
benef,0.006564910553093714
bes,-0.217396
besciljnos,-0.002208
beskorisnos,-0.002208
besmislenos,-0.002208
besmrtnos,0.006564910553093714
bes,-0.217396
besplat,0.006564910553093714
bespomoćnos,-0.15612399999999999
bezbednos,0.006564910553093714
bezgraničnos,0.006564910553093714
beznačajnos,-0.002208
bezobrazlu,-0.002208
bezobzirnos,-0.075946
bezobzirnos,-0.002208
bezvrednos,-0.002208
bezvrednos,-0.002208
